,ID,QUESTION,ANSWER,PUBLICATION DATE,ARCHIVED
,22164,What if the publishing agreement proposed by the publisher does not allow Horizon Europe beneficiaries to provide immediate open access under CC BY or an equivalent license?,"Unless the final peer-reviewed manuscript accepted for publication is already available in open access respecting the Horizon Europe requirements via a trusted repository, Horizon Europe beneficiaries or their authors should:

Try to negotiate with the publisher and if this is not possible, refrain from signing a publishing agreement that is contrary to their open access prior obligation as this would be an express breach of the open access prior obligation.
Look for an alternative publishing venue that allows them to meet their open access prior obligation.

Horizon Europe beneficiaries or authors should in any event refrain from signing a publishing agreement that will prevent immediate open access under CC BY (or an equivalent license) since failure to meet the open access prior obligation will result in a breach of their grant agreement.
",17/03/2023,FALSE
,17876,"What are the rules for the involvement of affiliated entities, associated partners and third parties giving in-kind contributions in Horizon Europe lump sum grants?","Affiliated entities, associated partners and third parties giving in-kind contributions can participate in lump sum grants. The basic rules are the same as for actual cost grants. Briefly, 

Affiliated entities are legally linked to one of the main beneficiaries. For lump sum grants, they must provide cost estimations in the detailed budget table at proposal stage, and their lump sum shares are shown in the grant agreement (lump sum breakdown, Annex 2).
Associated partners are entities that implement parts of the action but without receiving EU funding. They do not complete the detailed budget table at proposal stage. In the lump sum grant agreement, they have no lump sum share associated to them.
Third parties giving in-kind contributions do not implement any action tasks. Costs for in-kind contributions are included in the lump sum share of the beneficiary receiving the in-kind contributions.

",16/03/2023,FALSE
,11534,"Which documents must be kept and presented in case of checks, reviews, audits or investigations of Horizon Europe or Horizon 2020 lump sum grants?","Beneficiaries must keep adequate records and other supporting documentation to prove the proper implementation of the action for at least 5 years after the balance is paid (3 years for grants up to EUR 60 000). Those records must be available, verifiable, and auditable. For lump projects, beneficiaries do not need to keep records of their actual costs (e.g. timesheets or invoices). There is no financial reporting, and no checks or audits of the costs incurred. It goes without saying that participants still have to comply with financial record keeping obligations outside the grant agreement (e.g. under national law or under internal procedures). In case of checks, reviews, audits or investigations, the beneficiaries of lump sum grants must present adequate records and other supporting documentation to prove the proper scientific and technical implementation of the action, as detailed in Annex 1 (e.g. for research activities, documentation required by good research practices such as lab books, technical documents, prototypes, publications, proceedings in conferences, etc.) The scientific and technical documentation required for lump sum grants is the same as for all grants (i.e. there are no additional technical documents to be kept specifically for lump sum grants).
",16/03/2023,FALSE
,22176,"Is it possible to add as beneficiary, via an amendment, a Hungarian entity concerned by the measures of the Council implementing decision 2022/2506 in an on-going grant agreement signed before 16 December 2022?","As the purpose of the Council implementing decision is to protect the Union budget and considering that such an amendment would lead to enter into a legal commitment with a Hungarian entity concerned by the Council implementing decision 2022/2506, this is not possible. 
Unless otherwise provided in the applicable call conditions under which the on-going grant agreement has been signed, a Hungarian entity concerned by the measures of the Council implementing decision 2022/2506 could still be added, via an amendment, as associated partner (see also FAQ 21511).
",16/03/2023,FALSE
,22174,What is the impact on the award of prizes for Hungarian entities concerned by the Council implementing decision 2022/2506?,"As from 16 December 2022, which is the date the Council implementing decision 2022/2506 takes effect, a Hungarian entity concerned by the Council implementing decision 2022/2506 can still apply and will be evaluated. However, the Hungarian entity will not be eligible to receive the prize and have to be rejected unless measures are lifted by the time of the award.
In compliance with the Rules of Contest for prizes, all applicants are jointly responsible and must all fulfil and respect the conditions set out therein including eligibility for participation. Therefore, in case of a joint application the applicants will be informed that the concerned Hungarian entity cannot receive the prize and be requested to confirm that they accept the prize award only for eligible applicants.
In case a Hungarian entity concerned by the Council implementing decision 2022/2506 intends to act as a lead applicant, other applicants will be requested to replace it and choose another lead applicant. If the applicants do not confirm their agreement to be awarded the prize without the concerned Hungarian entity or fail to replace it as coordinator, the application will be declared ineligible.
In any case, it is not possible to transfer any funding stemming from the prize to a Hungarian entity concerned by the Council implementing decision 2022/2506.
",16/03/2023,FALSE
,22175,"Can in-kind contributions, from Hungarian entities concerned by the measures of the Council implementing decision 2022/2506 to the benefit of beneficiaries, be declared as eligible costs by the latter?","As from 16 December 2022, which is the date of effect of Council Implementing Decision 2022/2506, and as long as the measure is in place, no further legal commitments involving Union funding can be entered into by beneficiaries (or affiliated entities) with third parties that are entities concerned by this decision.
In-kind contributions are resources that a third party of a grant agreement put at the disposal to a beneficiary, for free, in order for the latter to implement its action tasks. In that respect, where the EU/Euratom funding programme allows to do so (as it is the case under Horizon Europe), a beneficiary can charge in-kind contribution costs, regardless whether these in-kind contributions are coming from a Hungarian entity concerned by the measures of the Council implementing decision. The applicable general and specific costs eligibility conditions set out in the grant agreement must in any case be fulfilled by the beneficiary declaring its in-kind contributions costs, as for any other of its costs.
",16/03/2023,FALSE
,21513,"If the measures set out in the Council Implementing Decision 2022/2506 are lifted, can a Hungarian entity formerly concerned by these measures then become a beneficiary of an on-going grant agreement?","In principle, it is possible to add additional beneficiaries to an on-going grant agreement via an amendment request. Therefore, it would be possible to include as beneficiary a Hungarian entity formerly concerned by the measures set out in the Council Implementing Decision 2022/2506, if those measures are lifted later. The possibility to become beneficiary via an amendment request can also concern a Hungarian entity already participating within an action as associated partner.
",16/03/2023,FALSE
,21509,What happens if a grant agreement was signed before 16 December 2022 by the project coordinator and granting authority but where other beneficiaries concerned by Council Implementing Decision (EU) 2022/2506 have not yet signed their accession forms?,"Legal commitments concluded before the date of effect of the Council Implementing decision (i.e. before 16 December 2022), and therefore also subsequent payments, are not concerned by the Council Implementing decision (EU) 2022/2506.
In that respect, legal commitments are considered to be concluded when the grant agreement is signed by both the coordinator and the granting authority. The fact that other beneficiaries have not yet acceded to the grant agreement has no influence (see Article 40.1 of the Model Grant Agreement).
",16/03/2023,FALSE
,21508,When does the Council Implementing Decision (EU) 2022/2506 on measures for the protection of the Union budget against breaches of the principles of the rule of law in Hungary take effect?,"According to Article 4 of the Council Implementing Decision, the decision takes effect on the day of its notification to the Hungarian authorities, which is 16 December 2022.
",16/03/2023,FALSE
,22177,Is it possible to amend the budget distribution for an existing beneficiary which is an Hungarian entity concerned by the measures of the Council implementing decision 2022/2506 in an on-going grant agreement that has been signed before 16 December 2022?,"Yes, the existing Hungarian beneficiary can have its budget modified via an amendment to update the Annex 2 of the on-going grant agreement signed before 16 December 2022. Such amendment can also cover, where necessary, an update of the Annex I (Description of the Action).
",15/03/2023,FALSE
,21685,Are participants from the United States eligible to receive funding in Cancer Mission proposals?,"Applicants from the United States are NOT eligible for funding in proposals submitted to call topics under the Mission work programmes.
",10/02/2023,FALSE
,21475,Can a Horizon Europe project use lump sum funding and actual cost funding at the same time?,"No, this is not possible under Horizon Europe. There are two different Model Grant Agreements (MGA) for actual cost grants and lump sum grants, and none of them accommodates both funding models. If a topic is using lump sum funding, every grant under that topic will use the lump sum MGA.
",13/01/2023,FALSE
,21316,"Should IOs participating as beneficiaries or affiliated entities sign a DoH before signing a grant agreement? Do IOs from non-EU countries have to confirm in the DoH that they ""can be subject to the jurisdiction of the Belgian courts""?","Yes, before the Grant Agreement can be signed, the PLSIGN of each Beneficiary, including IOs, must sign a declaration of honour (grant declaration). However, it should be noted that in this DoH, applicants from non-EU countries have to confirm that they ""can be subject to the jurisdiction of the Belgian courts"", but this statement is not applicable to IOs.
",14/12/2022,FALSE
,11598,What are the rules for evaluating lump sum proposals under Horizon Europe?,"Proposals are evaluated according to the standard Horizon Europe evaluation procedures with the help of independent experts. The evaluation criteria are the same as for other Horizon Europe projects: excellence, impact and quality and efficiency of the implementation. When applicants have to fill in in the budget table for the lump sum funding, they must present a detailed estimation of their costs, showing the costs and categories of costs covered by the lump sum contribution. On this basis, the breakdown of lump sum shares is generated automatically. The experts ensure that cost estimations are reasonable and non-excessive, and whether the resources proposed, and the budget-split of lump sum shares will allow for the completing the activities as described in the proposal. This is evaluated under the 'quality and efficiency of the implementation' evaluation criterion.
",21/09/2022,FALSE
,20660,What are the rules for subcontracting in Horizon Europe lump sum grants?,"Subcontracting is possible in lump sum grants. The basic rules are the same as for actual cost grants. Costs for subcontracting are included in the lump sum share of the beneficiary handling the subcontract.
",21/09/2022,FALSE
,11535,What is happening if a technical audit rejects a work package in a Horizon Europe or Horizon 2020 lump sum grant?,"If a technical audit rejects a work package at the time of an interim payment, the work package may be submitted again at the end of any subsequent reporting period.
If a technical audit rejects a work package after the end of the project, fully or partially, the lump sum share corresponding to that work package is recovered from the beneficiaries involved in it. The recovery is calculated in accordance with the breakdown of the lump sum (Annex 2 to the grant agreement) and in proportion to the degree of rejection. If only the work of one of the beneficiaries is rejected, the recovery is only for that beneficiary and up to this beneficiary's lump sum share for that work package. If the rejection affects all beneficiaries involved in a work package, the amount rejected is recovered from all beneficiaries concerned in proportion to their share in that work package according to the lump sum breakdown (Annex 2).
",21/09/2022,FALSE
,11532,Are there financial checks or audits for Horizon Europe or Horizon 2020 lump sum grants?,"There are no financial checks, reviews, or audits to check costs because there is no obligation to document the costs incurred for the action. Obligations to keep financial records outside the grant agreement still apply (e.g. under internal procedures or under national law).
Checks, reviews, and audits can focus on the proper implementation of the action and on any non-financial obligation, such as the promotion of the action, the visibility of EU funding, ethics and research integrity, dissemination and exploitation of results, management of intellectual property, obligations related to open science, etc.
",21/09/2022,FALSE
,11528,What are the rules on payments for Horizon Europe or Horizon 2020 lump sum grants?,"The rules on payments are in principle the same as in all Horizon Europe grants: one pre-financing payment, interim payments at the end of each reporting period, and a final payment of the balance. Interim payments pay the lump sum shares for work packages completed during the corresponding reporting periods. The payment of the balance pays the remaining lump sum shares for the implementation of the action.
Payment does not depend on a successful outcome, but on the completion of activities.
If it is not possible to complete a work package by the end of the project for technical reasons or due to force majeure, the lump sum is paid partially in line with the degree of completion. The decision on the partial amount is taken on a case-by-case basis, taking into account your comments and observations.
",21/09/2022,FALSE
,11516,Which templates have to be used to write a Horizon Europe lump sum proposal?,"You must use the templates provided in the online Submission System. In addition to the standard Part B template (technical description part of the application form), there is a specific budget table for the detailed cost estimations. The table includes instructions on how to complete it. These templates are also available, for information only, on the Funding &amp; Tenders Portal (under Reference Documents in the section 'Templates &amp; forms').
",21/09/2022,FALSE
,11512,"How is the lump sum breakdown generated that is included in the Horizon Europe lump sum grant agreement (estimated budget, Annex 2)?","In most cases, the lump sum breakdown is generated automatically based on the detailed cost estimations in the lump sum proposal. It is an output from the detailed budget table. For the remaining cases (e.g. when no detailed budget table is required in the proposal), the details are specified in the topic description. Following evaluation, the lump sum breakdown can be modified, if applicable. The final version is included in the grant agreement as Annex 2.
",21/09/2022,FALSE
,11510,What is an adequate number of work packages in a Horizon Europe lump sum project?,"There is no change in project design for lump sum grants, except that work packages with a long duration may be split along the reporting periods. In this way, they can be reimbursed at intermediate payments. In general, there can be as many work packages as needed but no more than what is manageable. A work package is a major sub-division of the work plan of the proposed project. Therefore:

A single activity is not a work package
A single task is not a work package
A percentage of progress of work is not a work package
A lapse of time is generally not a work package.

",14/09/2022,FALSE
,11509,Does the lump sum funding scheme in Horizon Europe create an additional administrative burden for the consortium at proposal stage?,"The final objective of all simplification measures, including lump sums, is to make Horizon Europe as efficient as possible. Lump sum funding removes the obligations on actual cost reporting and financial ex-post audits, checks or reviews. At proposal stage a more detailed budget is requested from the consortium. However, during the project life, all obligations on actual cost reporting and financial ex-post audits are removed, thus contributing to the reduction of the administrative burden. Moreover, the budget details requested in the proposal do not go beyond what is needed in any case to set up a project budget. The additional effort to include this information in a lump sum proposal should therefore be limited.
",14/09/2022,FALSE
,11508,What has to be considered to prepare a Horizon Europe lump sum proposal?,"Lump sum evaluation and grant agreement follow the standard approach as much as possible. The evaluation criteria, pre-financing and payment scheme are the same as for actual costs grants. Likewise, reporting periods and technical reporting are the same, though focusing on completion of work packages.
One lump sum share is fixed in the grant agreement for each work package and each beneficiary (and affiliated entity if any). This amount is paid when all the activities in the work package are completed. Payment does not depend on the successful outcome, but on the completion of activities. The description of activities to be implemented under each work package must be precise enough to enable to assess if a work package is completed or not.
",14/09/2022,FALSE
,11506,What are the Type 1 and Type 2 options under the Horizon Europe lump sum funding scheme?,"Two options for setting the lump sum were put forward.
In Type 1, the lump sum is prefixed by the Commission in the call for proposals and your budget must equal (add up to) the prefixed total. Proposals need to describe the efforts and resources applicants commit to mobilise for this amount. The applicants must provide a proposed split of lump sum per work package and per beneficiary and affiliated entity.
In Type 2, the amount of the lump sum is proposed by the applicants in their proposal, based on their estimated direct and indirect project costs. Applicants must provide detailed cost estimations and propose a breakdown of lump sum shares per work package and per beneficiary (and affiliated entity if any).
",14/09/2022,FALSE
,11505,How to know if a Horizon Europe topic is using lump sum funding?,"When a topic under Horizon Europe makes use of lump sum funding, this is specified in the ""specific conditions"" of the topic in the work programme, under ""Legal and financial set-up of the Grant"". The work programme specifies if the amount of the lump sum is fixed (Type 1) or if it must be proposed by applicants (Type 2). It also makes reference to the applicable decision explaining the methodology to fix the amount of the lump sum.
",14/09/2022,FALSE
,11504,How does lump sum funding work in Horizon Europe?,"Two possibilities for setting out the lump sum were put forward: either fixed ex-ante by the Commission in the call for proposals (Type 1) or proposed by the applicants for their proposal based on a detailed estimation of costs (Type 2). The type of lump sum for a given topic is specified in the work programme. In practice, most lump sums under Horizon Europe use Type 2. After the evaluation, a lump sum share is fixed in the grant agreement for each work package and each beneficiary (or affiliated entity). This amount is paid when the activities in the work package are completed.
",14/09/2022,FALSE
,11503,How to ensure that the awarded lump sum funding does not create profit for beneficiaries?,"In the case of lump sum funding, the methodology for establishing the lump sum serves in the first instance as a safeguard for compliance with the non-profit principle. The lump sum is either pre-fixed by the European Commission based on a dedicated methodology (Type 1) or is set out based on a detailed estimation of costs provided by the applicants in their proposal (Type 2). In both options, applicants must describe the resources linked to the activities in the work packages and the related estimated budgets per beneficiary and per work package. These are assessed by experts as part of the proposal evaluation. Once established in the grant agreement, the lump sums are paid against the delivery of activities linked to them.
",14/09/2022,FALSE
,11502,Why using simplified forms of funding?,"Simplified forms of funding like lump sums, unit costs and flat rates encourage a shift of attention from costs to outputs. Their main advantage is that they lead to a major reduction of administrative burden.
Lump sum funding in particular provides considerable simplification potential compared to standard funding as it removes all obligations on cost reporting, the need for timesheets and for financial ex-post audits, checks or reviews on costs incurred.
In this way, there is less focus on financial management, and more focus on the scientific-technical content of projects.
",14/09/2022,FALSE
,19539,"Under Horizon Europe, does a Data Management Plan (DMP) need to be included as part of the proposal?","At proposal stage, applicants that intend to generate and/or reuse data and/or other research outputs (except for publications) during the project must provide an outline of how the data and/or other research outputs (e.g. workflows, protocols, software, samples) will be managed in line with the FAIR (Findable, Accessible, Interoperable, Reusable) principles. This obligation does not apply to European Research Council (ERC) calls.
Beneficiaries must submit a data management plan to the granting authority in accordance with the grant agreement (normally by month 6). In cases of a public emergency, and if the work programme requires so, proposers should submit a Data Management Plan (DMP) already when submitting the proposal or at the latest by the signature of the grant agreement.
",03/08/2022,FALSE
,19532,Are the requirements for open science and exploitation conflicting in Horizon Europe?,"Open science requirements do not affect the decision to exploit research results commercially, e.g. through patenting. The decision on whether to publish through open access must come after the more general decision on whether to publish directly or first to file a patent application.
Regarding research data, open access is required by default, but always under the principle ‘as open as possible, as closed as necessary’. This means that, as an exception, beneficiaries may decide to close (all or some of) their data, maybe temporarily, taking into consideration their legitimate interests, including commercial exploitation or any other constraints such as data protection rules, privacy, confidentiality or trade secrets. Beneficiaries must justify in the Data Management Plan (DMP) the exception(s) under which they choose to restrict access to some or all of the research data.
",03/08/2022,FALSE
,364,Can a person from a third country apply to be an expert?,"A person from a third country (i.e. a country that is not a Member State or a country associated to European Commission programmes) is welcome to register their profile in the expert database with a view to assist the European Commission as an expert.
For a list of associated countries under Horizon Europe, please consult International cooperation | European Commission (europa.eu)
",03/08/2022,FALSE
,355,I previously registered for a specific programme. Do I need to register again as an expert for the next Multiannual Financial Framework programme (2021-2027)?,"No, you do not need to register again. Your registration is valid for all EU institutions and bodies. Check if your Area of expertise is updated. Under Additional information section, ""other information"" field, you can fill in any information that you think is relevant for your possible selection.
",03/08/2022,FALSE
,12409,"Under the current Multi-annual Finance Framework Programme 2021-2027 (MFF), how are experts selected for renewal/rotation?","We keep track of experts' participation in our database so we can identify the experts that are involved in the relevant evaluation processes of any EU Programme or in a specific call for proposals.
With the launch of the current Multi-annual Finance Framework Programme 2021-2027 (MFF), an expert is automatically made available for any EU Programme.
This MFF rotation rules are as follows:

maximum of EUR 90 000 paid to an expert during a four calendar year period (fees only)
individual contracts must stay below the thresholds for the award of public contracts referred to in Article 175 of the EU Financial Regulation 2018/1046 (currently EUR 140 000, excluding allowances and travel costs)

",03/08/2022,FALSE
,11985,How long does it takes to validate my bank account/ legal entity?,"Your bank account/legal entity should take no more than five working days for being validated.
If this is not the case please contact the Commission/Agency as specified in Article 21.3.
",16/06/2022,FALSE
,349,I would like to apply as an independent expert. Is it necessary to be recommended by an organisation or can I apply on my own?,"You can register in the database on your own initiative. It is not necessary to be recommended by an organisation.
Please note that there is no special advantage for experts who are recommended or suggested by an organisation.
",16/06/2022,FALSE
,361,Is there any remuneration provided for Experts?,"As an Expert, you are entitled to the following fees (see Article 4 of Expert contract):

For meetings and work involving travel, a fee of € 450/225 for each full/half day worked
For remote work:For evaluation tasks:

For reading and assimilating briefing documents (including webcast briefings), a fee of €450/225 for each full/half day worked
For the different remotely performed tasks during evaluations, you will be paid according to the number of task determined in advanced and assigned to you as per your contract. The Methodology for Expert fees for remote evaluation and ethics review will be applied to calculate your remote work fees.

For other tasks such as monitoring of actions or providing advices and opinions:

A fee of €450/225 for each full/half day worked.



Certain organisations do not permit their employees or former employees to receive fees. In such cases, you can normally still be an Expert without receiving fees. If selected to work as an Expert, you will receive a contract through the electronic system on the Funding &amp; Tenders Portal. The contract defines all the rights, obligations, terms, and conditions that apply. The contract does not constitute an employment agreement. Any payment received as an Expert is not exempted from national taxes and you are obliged to ensure compliance with national legislation on taxes and social security law.
",16/06/2022,FALSE
,369,"If I am selected for an assignment as an Expert, how will I be informed?","If selected for an assignment, the EU Services will contact you by email to check your availability. You will also receive an email notification asking to provide identity and bank accounts details.
The contracting process is electronic via the Expert Area on the Funding &amp; Tenders Portal. You will receive email notifications for each step of the process.
",16/06/2022,FALSE
,12410,Wouldn’t it make sense to rotate more junior experts and make use of their experience instead?,"The main criterion to select experts is the expertise needed to evaluate a given call. Once experts with the expertise needed to evaluate a call have been identified, rotation rules are applied among them. See FAQ “What is the purpose of rotation rules in experts’ selection?”
",02/06/2022,FALSE
,360,Who can get an assignment as an expert?,"You have a chance of being selected as an expert if you:

have a high level expertise in the domains of the respective programmes,
can be available for occasional, short-term assignments, and
have completed and validated the registration of your profile in the online platform.

For Horizon Europe, in addition to researchers and academics, the European Commission is seeking to substantially increase the number of experts from the commercial and business communities.
",16/05/2022,FALSE
,17300,Why does the definition of EIC Inventor not include for-profit legal entities?,"The context in non-for-profit entities and in for-profit entities is different in regard to the level of exploitation of results or research findings. Indeed, exploitation may be an ancillary aim in non-for-profit legal entities. Therefore, the EIC provides for the necessary access rights for “the EIC inventor” in non-for-profit legal entities where these can be more impactful and most multiply exploitation opportunities.
",26/04/2022,FALSE
,17296,"Is this Fast Track scheme the same as the ‘Fast Track to Research and Innovation’ procedures under Horizon Europe, or is it something different?","The Fast Track scheme referred to in Annex 4 to the Work Programme and the Fast Track to Research and Innovation (FTRI) referred to in Horizon Europe Regulation are two different things.
On the one hand, the FTRI is a procedure that may be applied to allow a faster, bottom-up access to funds for small collaborative consortia covering actions from fundamental research to market application. To this end, the FTRI may be proposed under some of the calls for proposals dedicated to select research and / or innovation actions under the Global Challenges and European Industrial Competitiveness and the European Innovation Council Pathfinder parts of the Framework Programme.
On the other hand, the Fast Track scheme stems from Article 43(5) of Horizon Europe Regulation. Its purpose is to allow eligible funding bodies to directly submit for evaluation under the last award criterion (Article 43(4)(c)) a proposal for an innovation and market deployment action which already fulfils the first two criteria, provided that cumulative conditions as set out in the Regulation, in the Specific Programme, and in the Work Programme are met.
",26/04/2022,FALSE
,17295,How can I apply for the Fast Track scheme? When will it be available and for which programmes?,"Under the Fast Track scheme, applicants do not apply directly to the EIC Accelerator call. Instead, the responsible funding bodies identified in the Work Programme decide whether an existing project is suitable for support under the EIC Accelerator based on a project review to assess the innovation or market deployment potential of such project.
The Fast Track is being implemented by a number of the Knowledge and Innovation Communities (KICs) of the European Institute of Innovation and Technology (EIT) and further information can be found on their websites. The Fast Track is also available for ongoing EIC Pathfinder and Transition projects (including pilot Pathfinder / FET projects funded under Horizon 2020). Eligible projects can contact their project officers for further information.
",26/04/2022,FALSE
,19529,Is it possible to subcontract open science experts in a Horizon Europe project?,"When open science practices are addressed in the action tasks, the general rules under Article 6.2.B of the Model Grant Agreement apply. This means that subcontracting may cover only a limited part of the action.
",22/04/2022,FALSE
,19535,"Under Horizon Europe, what is a trusted repository?","A repository is an online archive, where researchers deposit research publications, research data and other scientific outputs and provide (open) access to them.
Trusted repositories are:

Certified repositories (e.g. CoreTrustSeal, nestor Seal DIN31644, ISO16363) or disciplinary and domain repositories commonly used and endorsed by the research communities. Such repositories should be recognised internationally.
General-purpose repositories or institutional repositories that present the essential characteristics of trusted repositories as described in the Annotated Model Grant Agreement (article 17). These include specific characteristics of organisational, technical and procedural quality such as services, mechanisms and/or provisions that are intended to secure the integrity and authenticity of their contents, thus facilitating their use and re-use in the short- and long-term.

",19/04/2022,FALSE
,18475,Can entities established in countries that are neither EU Member States nor associated to Horizon Europe participate in coordination and support actions?,"To be eligible to participate as beneficiaries (or affiliated entities) in Horizon Europe coordination and support actions (CSAs), legal entities must be established in a Member State or associated country, unless exceptionally the relevant work programme specifies (e.g. call conditions) that entities established in some or all non-associated third countries may also participate.
To become a beneficiary, legal entities must also be eligible for funding and they have to sign the grant agreement. Legal entities established in low to middle income non-associated third countries are automatically eligible for funding if identified in the Commission work programme (see the list of low to middle income non-associated third countries in the Horizon Europe programme guide). Legal entities established (or deemed to be established) in other third countries are exceptionally eligible for funding when either the Commission work programme (e.g. call conditions) provides for it or the Commission or the relevant funding body considers that the participation of the legal entity concerned is essential for implementing the action. If the entity is considered essential, it must participate as a beneficiary.
Legal entities not fulfilling both of the above conditions (regarding eligibility to participate AND to receive funding), i.e. legal entities established in non-associated third countries for which the work programme does not specify that they may participate or legal entities eligible to participate but not eligible for funding, may participate as associated partners (unless the work programme or the grant agreement lays down additional conditions which must be met to be able to participate in the action).
",25/01/2022,FALSE
,17339,"What do the entries ""Revenue generated by the action"", ""Financial contributions"" and ""Own resources"" mean in the budget table of the Horizon Europe application form, and how should they be filled in?","The budget table in Horizon Europe proposal must include information on the estimated expenditure (the eligible costs of the project) and the estimated income (the requested EU contribution, revenues and other sources of financing). The budget table must be in balance (i.e. having expenditure equalling income).
Under ‘Revenues’, participants must include any expected income generated by the project (e.g. the sale of assets bought for the action and sold during the action duration).
Under ‘Other source of financing’ participants must include information over ‘own resources’ and ‘financial contributions’.

Under ‘own resources’, applicants must enter the amount of their own resources they expect to use for the implementation of the action. ‘Own resources’ refer to the own resources at the disposal of a beneficiary that are not linked specifically to the action submitted for funding under Horizon Europe. Typical examples could be financial resources that a beneficiary draws directly from its commercial activity; or resources coming from the beneficiary’s annual operating allocation (like a public university receiving a general annual subsidy from its national Ministry).
Under ‘financial contributions’, applicants must enter the amount of financial contributions they expect to receive/they already received from other sources. ‘Financial contributions’ refer to funding given by third parties to a beneficiary for being used specifically for the same action as the one submitted for funding under Horizon Europe (e.g. a specific nationally-funded grant/donation to a beneficiary that covers the same action).

Where applicable, these columns must be filled in by the applicants for all Horizon Europe types of actions (i.e. regardless whether the funding rate is 100% or lower). In that respect, applicants must genuinely report any expected income (i.e. income generated by the action, own resources or financial contributions) in the budget table in the Part A of the application form.
If there is any expected income for the action and the funding rate is 100%, applicants have to request a lower EU contribution to balance the budget. In the same way, when the funding rate is lower than 100%, applicants are asked from which type of sources the rest of the funding will come: income generated by the action, own resources or financial contributions. At a later stage, if the proposal is retained for funding, these budget categories will not be included in the budget table in the Grant Agreement.
",21/10/2021,FALSE
,17299,Annex 7 of the Work Programme says that if a beneficiary fails to exploit or disseminate a result the granting authority can impose penalties; when will such penalties be applied?,"The granting authority will impose penalties when the beneficiary “continues to oppose to the dissemination by the granting authority or refuses to provide any data or document necessary for the said dissemination.” Hence, the granting authority will not impose penalties if the beneficiary attempts to disseminate and provides the means to the granting authority to support the dissemination.
",15/10/2021,FALSE
,17298,What is meant by “demonstrating concrete exploitation” in Annex 7 of the Work Programme?,"Beneficiaries may not have to disclose underlying detailed data and results when they commit to publish, patent or protect their results or when they demonstrate concrete exploitation; i.e. plan a specific use of the results for commercial purposes that will lead to an update of the Plan for dissemination and exploitation.
Entering in negotiation may constitute a step towards exploitation but a concrete exploitation will have to be materialised through a written commitment by the entity.
",15/10/2021,FALSE
,17288,How can I access the EIC Community and what does it provide?,"The EIC Community Platform is an exclusive, virtual business platform, where EIC innovators can connect and leverage potential business partnerships. It gathers all innovative companies and innovators funded under the European Innovation Council covering the EIC Accelerator, EIC Transition, EIC Pathfinder and Women TechEU programs, as well as coaches, national contact points, corporates, investors, procurers, staff of the EIC …and many more.
If you are...
&gt;&gt; an EIC beneficiary (Accelerator, Pathfinder, Transition, Women TechEU), access a one-stop-shop to:

Register to EIC Business Acceleration Services, such as the EIC Corporate Programme, EIC Investor Programme, EIC Procurers Programme, EIC Community Talks &amp; Trainings;
Get access to your event group for photos and videos or background information;
Create a personal and company profile;
Use the powerful search engine to find like minded companies;
Explore business opportunities among EIC peers;
Get exclusive access to ScaleUp EU, our matching platform with investors;
Expand networks with EIC ecosystem partners;
Share your experience and get support from peers via horizontal and thematic groups;
Co-create ideas and knowledge;
Promote interesting other events to the EIC Community;
To have access to these sections, you will be requested to log in using your EU Login username and password. If you do not have one, you can create your EU Login here. If you are funded by the European Innovation Council, it may be that your user profile has been already automatically registered. In this case, just log in with EU Login username and password and you are already in!

&gt;&gt; not part of the internal EIC Network yet? Access the public side of the EIC Community Platform and find: 

The most relevant news, success stories, open calls and events promoted by the Business Acceleration Services are available outside the platform;
Sharing options: spread the great news with your network: you can do it directly on your digital page.

",15/10/2021,FALSE
,17287,"How can I get access to other BAS services (access to expertise, trainings, matching, community events, services provided by EIC partners)?","EIC BAS Global Offer is presented and available via the EIC Community. You will find there an event/service agenda and information relevant to application/expression of interest to participate in each individual BAS service. Access to some services like specific expertise and advice is triggered through the project review process or programme manager.
",15/10/2021,FALSE
,17286,Do I have to pay for the Business Acceleration Services? Which are the eligible costs?,"&lt;&gt;Business Acceleration Services form an integral part of the EIC programmes and are offered for free (in-kind) to eligible EIC funded projects and companies, Seal of Excellence as well as to innovators and companies coming from other European or national initiatives that have entered into a specific agreement with the EIC. Nevertheless, if the event or service requires travel or accommodation those are to be taken care of by the attendee. For the EIC funded companies and projects, there are possibilities to claim those costs under your current grant, please contact your project officer in this regard.
 
",15/10/2021,FALSE
